 x0/64, x1/64,x2/64
 x0/64 + 0.671875, x1/64 + 0.296875,x2/64 + 0.09375
 x0/64 + 0.6875, x1/64 + 0.296875,x2/64 + 0.09375
 x0/64 + 0.671875, x1/64 + 0.3125,x2/64 + 0.09375
 x0/64 + 0.6875, x1/64 + 0.3125,x2/64 + 0.09375
 x0/64 + 0.6796875, x1/64 + 0.3046875,x2/64 + 0.109375
 x0/64 + 0.5, x1/64 + 0.375,x2/64
 x0/64 + 0.515625, x1/64 + 0.375,x2/64
 x0/64 + 0.5, x1/64 + 0.390625,x2/64
 x0/64 + 0.515625, x1/64 + 0.390625,x2/64
 x0/64 + 0.5078125, x1/64 + 0.3828125,x2/64 + 0.015625
 x0/64 + 0.53125, x1/64 + 0.375,x2/64
 x0/64 + 0.546875, x1/64 + 0.375,x2/64
 x0/64 + 0.53125, x1/64 + 0.390625,x2/64
 x0/64 + 0.546875, x1/64 + 0.390625,x2/64
 x0/64 + 0.5390625, x1/64 + 0.3828125,x2/64 + 0.015625
 x0/64 + 0.5, x1/64 + 0.40625,x2/64
 x0/64 + 0.515625, x1/64 + 0.40625,x2/64
 x0/64 + 0.5, x1/64 + 0.421875,x2/64
 x0/64 + 0.515625, x1/64 + 0.421875,x2/64
 x0/64 + 0.5078125, x1/64 + 0.4140625,x2/64 + 0.015625
 x0/64 + 0.53125, x1/64 + 0.40625,x2/64
 x0/64 + 0.546875, x1/64 + 0.40625,x2/64
 x0/64 + 0.53125, x1/64 + 0.421875,x2/64
 x0/64 + 0.546875, x1/64 + 0.421875,x2/64
 x0/64 + 0.5390625, x1/64 + 0.4140625,x2/64 + 0.015625
 x0/64 + 0.515625, x1/64 + 0.390625,x2/64 + 0.03125
 x0/64 + 0.53125, x1/64 + 0.390625,x2/64 + 0.03125
 x0/64 + 0.515625, x1/64 + 0.40625,x2/64 + 0.03125
 x0/64 + 0.53125, x1/64 + 0.40625,x2/64 + 0.03125
 x0/64 + 0.5234375, x1/64 + 0.3984375,x2/64 + 0.046875
 x0/64 + 0.5625, x1/64 + 0.375,x2/64
 x0/64 + 0.578125, x1/64 + 0.375,x2/64
 x0/64 + 0.5625, x1/64 + 0.390625,x2/64
 x0/64 + 0.578125, x1/64 + 0.390625,x2/64
 x0/64 + 0.5703125, x1/64 + 0.3828125,x2/64 + 0.015625
 x0/64 + 0.59375, x1/64 + 0.375,x2/64
 x0/64 + 0.609375, x1/64 + 0.375,x2/64
 x0/64 + 0.59375, x1/64 + 0.390625,x2/64
 x0/64 + 0.609375, x1/64 + 0.390625,x2/64
 x0/64 + 0.6015625, x1/64 + 0.3828125,x2/64 + 0.015625
 x0/64 + 0.5625, x1/64 + 0.40625,x2/64
 x0/64 + 0.578125, x1/64 + 0.40625,x2/64
 x0/64 + 0.5625, x1/64 + 0.421875,x2/64
 x0/64 + 0.578125, x1/64 + 0.421875,x2/64
 x0/64 + 0.5703125, x1/64 + 0.4140625,x2/64 + 0.015625
 x0/64 + 0.59375, x1/64 + 0.40625,x2/64
 x0/64 + 0.609375, x1/64 + 0.40625,x2/64
 x0/64 + 0.59375, x1/64 + 0.421875,x2/64
 x0/64 + 0.609375, x1/64 + 0.421875,x2/64
 x0/64 + 0.6015625, x1/64 + 0.4140625,x2/64 + 0.015625
 x0/64 + 0.578125, x1/64 + 0.390625,x2/64 + 0.03125
 x0/64 + 0.59375, x1/64 + 0.390625,x2/64 + 0.03125
 x0/64 + 0.578125, x1/64 + 0.40625,x2/64 + 0.03125
 x0/64 + 0.59375, x1/64 + 0.40625,x2/64 + 0.03125
 x0/64 + 0.5859375, x1/64 + 0.3984375,x2/64 + 0.046875
 x0/64 + 0.5, x1/64 + 0.4375,x2/64
 x0/64 + 0.515625, x1/64 + 0.4375,x2/64
 x0/64 + 0.5, x1/64 + 0.453125,x2/64
 x0/64 + 0.515625, x1/64 + 0.453125,x2/64
 x0/64 + 0.5078125, x1/64 + 0.4453125,x2/64 + 0.015625
 x0/64 + 0.53125, x1/64 + 0.4375,x2/64
 x0/64 + 0.546875, x1/64 + 0.4375,x2/64
 x0/64 + 0.53125, x1/64 + 0.453125,x2/64
 x0/64 + 0.546875, x1/64 + 0.453125,x2/64
 x0/64 + 0.5390625, x1/64 + 0.4453125,x2/64 + 0.015625
 x0/64 + 0.5, x1/64 + 0.46875,x2/64
 x0/64 + 0.515625, x1/64 + 0.46875,x2/64
 x0/64 + 0.5, x1/64 + 0.484375,x2/64
 x0/64 + 0.515625, x1/64 + 0.484375,x2/64
 x0/64 + 0.5078125, x1/64 + 0.4765625,x2/64 + 0.015625
 x0/64 + 0.53125, x1/64 + 0.46875,x2/64
 x0/64 + 0.546875, x1/64 + 0.46875,x2/64
 x0/64 + 0.53125, x1/64 + 0.484375,x2/64
 x0/64 + 0.546875, x1/64 + 0.484375,x2/64
 x0/64 + 0.5390625, x1/64 + 0.4765625,x2/64 + 0.015625
 x0/64 + 0.515625, x1/64 + 0.453125,x2/64 + 0.03125
 x0/64 + 0.53125, x1/64 + 0.453125,x2/64 + 0.03125
 x0/64 + 0.515625, x1/64 + 0.46875,x2/64 + 0.03125
 x0/64 + 0.53125, x1/64 + 0.46875,x2/64 + 0.03125
 x0/64 + 0.5234375, x1/64 + 0.4609375,x2/64 + 0.046875
 x0/64 + 0.5625, x1/64 + 0.4375,x2/64
 x0/64 + 0.578125, x1/64 + 0.4375,x2/64
 x0/64 + 0.5625, x1/64 + 0.453125,x2/64
 x0/64 + 0.578125, x1/64 + 0.453125,x2/64
 x0/64 + 0.5703125, x1/64 + 0.4453125,x2/64 + 0.015625
 x0/64 + 0.59375, x1/64 + 0.4375,x2/64
 x0/64 + 0.609375, x1/64 + 0.4375,x2/64
 x0/64 + 0.59375, x1/64 + 0.453125,x2/64
 x0/64 + 0.609375, x1/64 + 0.453125,x2/64
 x0/64 + 0.6015625, x1/64 + 0.4453125,x2/64 + 0.015625
 x0/64 + 0.5625, x1/64 + 0.46875,x2/64
 x0/64 + 0.578125, x1/64 + 0.46875,x2/64
 x0/64 + 0.5625, x1/64 + 0.484375,x2/64
 x0/64 + 0.578125, x1/64 + 0.484375,x2/64
 x0/64 + 0.5703125, x1/64 + 0.4765625,x2/64 + 0.015625
 x0/64 + 0.59375, x1/64 + 0.46875,x2/64
 x0/64 + 0.609375, x1/64 + 0.46875,x2/64
 x0/64 + 0.59375, x1/64 + 0.484375,x2/64
 x0/64 + 0.609375, x1/64 + 0.484375,x2/64
 x0/64 + 0.6015625, x1/64 + 0.4765625,x2/64 + 0.015625
 x0/64 + 0.578125, x1/64 + 0.453125,x2/64 + 0.03125
 x0/64 + 0.59375, x1/64 + 0.453125,x2/64 + 0.03125
 x0/64 + 0.578125, x1/64 + 0.46875,x2/64 + 0.03125
 x0/64 + 0.59375, x1/64 + 0.46875,x2/64 + 0.03125
 x0/64 + 0.5859375, x1/64 + 0.4609375,x2/64 + 0.046875
 x0/64 + 0.53125, x1/64 + 0.40625,x2/64 + 0.0625
 x0/64 + 0.546875, x1/64 + 0.40625,x2/64 + 0.0625
 x0/64 + 0.53125, x1/64 + 0.421875,x2/64 + 0.0625
 x0/64 + 0.546875, x1/64 + 0.421875,x2/64 + 0.0625
 x0/64 + 0.5390625, x1/64 + 0.4140625,x2/64 + 0.078125
 x0/64 + 0.5625, x1/64 + 0.40625,x2/64 + 0.0625
 x0/64 + 0.578125, x1/64 + 0.40625,x2/64 + 0.0625
 x0/64 + 0.5625, x1/64 + 0.421875,x2/64 + 0.0625
 x0/64 + 0.578125, x1/64 + 0.421875,x2/64 + 0.0625
 x0/64 + 0.5703125, x1/64 + 0.4140625,x2/64 + 0.078125
 x0/64 + 0.53125, x1/64 + 0.4375,x2/64 + 0.0625
 x0/64 + 0.546875, x1/64 + 0.4375,x2/64 + 0.0625
 x0/64 + 0.53125, x1/64 + 0.453125,x2/64 + 0.0625
 x0/64 + 0.546875, x1/64 + 0.453125,x2/64 + 0.0625
 x0/64 + 0.5390625, x1/64 + 0.4453125,x2/64 + 0.078125
 x0/64 + 0.5625, x1/64 + 0.4375,x2/64 + 0.0625
 x0/64 + 0.578125, x1/64 + 0.4375,x2/64 + 0.0625
 x0/64 + 0.5625, x1/64 + 0.453125,x2/64 + 0.0625
 x0/64 + 0.578125, x1/64 + 0.453125,x2/64 + 0.0625
 x0/64 + 0.5703125, x1/64 + 0.4453125,x2/64 + 0.078125
 x0/64 + 0.546875, x1/64 + 0.421875,x2/64 + 0.09375
 x0/64 + 0.5625, x1/64 + 0.421875,x2/64 + 0.09375
 x0/64 + 0.546875, x1/64 + 0.4375,x2/64 + 0.09375
 x0/64 + 0.5625, x1/64 + 0.4375,x2/64 + 0.09375
 x0/64 + 0.5546875, x1/64 + 0.4296875,x2/64 + 0.109375
 x0/64 + 0.625, x1/64 + 0.375,x2/64
 x0/64 + 0.640625, x1/64 + 0.375,x2/64
 x0/64 + 0.625, x1/64 + 0.390625,x2/64
 x0/64 + 0.640625, x1/64 + 0.390625,x2/64
 x0/64 + 0.6328125, x1/64 + 0.3828125,x2/64 + 0.015625
 x0/64 + 0.65625, x1/64 + 0.375,x2/64
 x0/64 + 0.671875, x1/64 + 0.375,x2/64
 x0/64 + 0.65625, x1/64 + 0.390625,x2/64
 x0/64 + 0.671875, x1/64 + 0.390625,x2/64
 x0/64 + 0.6640625, x1/64 + 0.3828125,x2/64 + 0.015625
 x0/64 + 0.625, x1/64 + 0.40625,x2/64
 x0/64 + 0.640625, x1/64 + 0.40625,x2/64
 x0/64 + 0.625, x1/64 + 0.421875,x2/64
 x0/64 + 0.640625, x1/64 + 0.421875,x2/64
 x0/64 + 0.6328125, x1/64 + 0.4140625,x2/64 + 0.015625
 x0/64 + 0.65625, x1/64 + 0.40625,x2/64
 x0/64 + 0.671875, x1/64 + 0.40625,x2/64
 x0/64 + 0.65625, x1/64 + 0.421875,x2/64
 x0/64 + 0.671875, x1/64 + 0.421875,x2/64
 x0/64 + 0.6640625, x1/64 + 0.4140625,x2/64 + 0.015625
 x0/64 + 0.640625, x1/64 + 0.390625,x2/64 + 0.03125
 x0/64 + 0.65625, x1/64 + 0.390625,x2/64 + 0.03125
 x0/64 + 0.640625, x1/64 + 0.40625,x2/64 + 0.03125
 x0/64 + 0.65625, x1/64 + 0.40625,x2/64 + 0.03125
 x0/64 + 0.6484375, x1/64 + 0.3984375,x2/64 + 0.046875
 x0/64 + 0.6875, x1/64 + 0.375,x2/64
 x0/64 + 0.703125, x1/64 + 0.375,x2/64
 x0/64 + 0.6875, x1/64 + 0.390625,x2/64
 x0/64 + 0.703125, x1/64 + 0.390625,x2/64
 x0/64 + 0.6953125, x1/64 + 0.3828125,x2/64 + 0.015625
 x0/64 + 0.71875, x1/64 + 0.375,x2/64
 x0/64 + 0.734375, x1/64 + 0.375,x2/64
 x0/64 + 0.71875, x1/64 + 0.390625,x2/64
 x0/64 + 0.734375, x1/64 + 0.390625,x2/64
 x0/64 + 0.7265625, x1/64 + 0.3828125,x2/64 + 0.015625
 x0/64 + 0.6875, x1/64 + 0.40625,x2/64
 x0/64 + 0.703125, x1/64 + 0.40625,x2/64
 x0/64 + 0.6875, x1/64 + 0.421875,x2/64
 x0/64 + 0.703125, x1/64 + 0.421875,x2/64
 x0/64 + 0.6953125, x1/64 + 0.4140625,x2/64 + 0.015625
 x0/64 + 0.71875, x1/64 + 0.40625,x2/64
 x0/64 + 0.734375, x1/64 + 0.40625,x2/64
 x0/64 + 0.71875, x1/64 + 0.421875,x2/64
 x0/64 + 0.734375, x1/64 + 0.421875,x2/64
 x0/64 + 0.7265625, x1/64 + 0.4140625,x2/64 + 0.015625
 x0/64 + 0.703125, x1/64 + 0.390625,x2/64 + 0.03125
 x0/64 + 0.71875, x1/64 + 0.390625,x2/64 + 0.03125
 x0/64 + 0.703125, x1/64 + 0.40625,x2/64 + 0.03125
 x0/64 + 0.71875, x1/64 + 0.40625,x2/64 + 0.03125
 x0/64 + 0.7109375, x1/64 + 0.3984375,x2/64 + 0.046875
 x0/64 + 0.625, x1/64 + 0.4375,x2/64
 x0/64 + 0.640625, x1/64 + 0.4375,x2/64
 x0/64 + 0.625, x1/64 + 0.453125,x2/64
 x0/64 + 0.640625, x1/64 + 0.453125,x2/64
 x0/64 + 0.6328125, x1/64 + 0.4453125,x2/64 + 0.015625
 x0/64 + 0.65625, x1/64 + 0.4375,x2/64
 x0/64 + 0.671875, x1/64 + 0.4375,x2/64
 x0/64 + 0.65625, x1/64 + 0.453125,x2/64
 x0/64 + 0.671875, x1/64 + 0.453125,x2/64
 x0/64 + 0.6640625, x1/64 + 0.4453125,x2/64 + 0.015625
 x0/64 + 0.625, x1/64 + 0.46875,x2/64
 x0/64 + 0.640625, x1/64 + 0.46875,x2/64
 x0/64 + 0.625, x1/64 + 0.484375,x2/64
 x0/64 + 0.640625, x1/64 + 0.484375,x2/64
 x0/64 + 0.6328125, x1/64 + 0.4765625,x2/64 + 0.015625
 x0/64 + 0.65625, x1/64 + 0.46875,x2/64
 x0/64 + 0.671875, x1/64 + 0.46875,x2/64
 x0/64 + 0.65625, x1/64 + 0.484375,x2/64
 x0/64 + 0.671875, x1/64 + 0.484375,x2/64
 x0/64 + 0.6640625, x1/64 + 0.4765625,x2/64 + 0.015625
 x0/64 + 0.640625, x1/64 + 0.453125,x2/64 + 0.03125
 x0/64 + 0.65625, x1/64 + 0.453125,x2/64 + 0.03125
 x0/64 + 0.640625, x1/64 + 0.46875,x2/64 + 0.03125
 x0/64 + 0.65625, x1/64 + 0.46875,x2/64 + 0.03125
 x0/64 + 0.6484375, x1/64 + 0.4609375,x2/64 + 0.046875
 x0/64 + 0.6875, x1/64 + 0.4375,x2/64
 x0/64 + 0.703125, x1/64 + 0.4375,x2/64
 x0/64 + 0.6875, x1/64 + 0.453125,x2/64
 x0/64 + 0.703125, x1/64 + 0.453125,x2/64
 x0/64 + 0.6953125, x1/64 + 0.4453125,x2/64 + 0.015625
 x0/64 + 0.71875, x1/64 + 0.4375,x2/64
 x0/64 + 0.734375, x1/64 + 0.4375,x2/64
 x0/64 + 0.71875, x1/64 + 0.453125,x2/64
 x0/64 + 0.734375, x1/64 + 0.453125,x2/64
 x0/64 + 0.7265625, x1/64 + 0.4453125,x2/64 + 0.015625
 x0/64 + 0.6875, x1/64 + 0.46875,x2/64
 x0/64 + 0.703125, x1/64 + 0.46875,x2/64
 x0/64 + 0.6875, x1/64 + 0.484375,x2/64
 x0/64 + 0.703125, x1/64 + 0.484375,x2/64
 x0/64 + 0.6953125, x1/64 + 0.4765625,x2/64 + 0.015625
 x0/64 + 0.71875, x1/64 + 0.46875,x2/64
 x0/64 + 0.734375, x1/64 + 0.46875,x2/64
 x0/64 + 0.71875, x1/64 + 0.484375,x2/64
 x0/64 + 0.734375, x1/64 + 0.484375,x2/64
 x0/64 + 0.7265625, x1/64 + 0.4765625,x2/64 + 0.015625
 x0/64 + 0.703125, x1/64 + 0.453125,x2/64 + 0.03125
 x0/64 + 0.71875, x1/64 + 0.453125,x2/64 + 0.03125
 x0/64 + 0.703125, x1/64 + 0.46875,x2/64 + 0.03125
 x0/64 + 0.71875, x1/64 + 0.46875,x2/64 + 0.03125
 x0/64 + 0.7109375, x1/64 + 0.4609375,x2/64 + 0.046875
 x0/64 + 0.65625, x1/64 + 0.40625,x2/64 + 0.0625
 x0/64 + 0.671875, x1/64 + 0.40625,x2/64 + 0.0625
 x0/64 + 0.65625, x1/64 + 0.421875,x2/64 + 0.0625
 x0/64 + 0.671875, x1/64 + 0.421875,x2/64 + 0.0625
 x0/64 + 0.6640625, x1/64 + 0.4140625,x2/64 + 0.078125
 x0/64 + 0.6875, x1/64 + 0.40625,x2/64 + 0.0625
 x0/64 + 0.703125, x1/64 + 0.40625,x2/64 + 0.0625
 x0/64 + 0.6875, x1/64 + 0.421875,x2/64 + 0.0625
 x0/64 + 0.703125, x1/64 + 0.421875,x2/64 + 0.0625
 x0/64 + 0.6953125, x1/64 + 0.4140625,x2/64 + 0.078125
 x0/64 + 0.65625, x1/64 + 0.4375,x2/64 + 0.0625
 x0/64 + 0.671875, x1/64 + 0.4375,x2/64 + 0.0625
 x0/64 + 0.65625, x1/64 + 0.453125,x2/64 + 0.0625
 x0/64 + 0.671875, x1/64 + 0.453125,x2/64 + 0.0625
 x0/64 + 0.6640625, x1/64 + 0.4453125,x2/64 + 0.078125
 x0/64 + 0.6875, x1/64 + 0.4375,x2/64 + 0.0625
 x0/64 + 0.703125, x1/64 + 0.4375,x2/64 + 0.0625
 x0/64 + 0.6875, x1/64 + 0.453125,x2/64 + 0.0625
 x0/64 + 0.703125, x1/64 + 0.453125,x2/64 + 0.0625
 x0/64 + 0.6953125, x1/64 + 0.4453125,x2/64 + 0.078125
 x0/64 + 0.671875, x1/64 + 0.421875,x2/64 + 0.09375
 x0/64 + 0.6875, x1/64 + 0.421875,x2/64 + 0.09375
 x0/64 + 0.671875, x1/64 + 0.4375,x2/64 + 0.09375
 x0/64 + 0.6875, x1/64 + 0.4375,x2/64 + 0.09375
 x0/64 + 0.6796875, x1/64 + 0.4296875,x2/64 + 0.109375
 x0/64 + 0.5625, x1/64 + 0.3125,x2/64 + 0.125
 x0/64 + 0.578125, x1/64 + 0.3125,x2/64 + 0.125
 x0/64 + 0.5625, x1/64 + 0.328125,x2/64 + 0.125
 x0/64 + 0.578125, x1/64 + 0.328125,x2/64 + 0.125
 x0/64 + 0.5703125, x1/64 + 0.3203125,x2/64 + 0.140625
 x0/64 + 0.59375, x1/64 + 0.3125,x2/64 + 0.125
 x0/64 + 0.609375, x1/64 + 0.3125,x2/64 + 0.125
 x0/64 + 0.59375, x1/64 + 0.328125,x2/64 + 0.125
 x0/64 + 0.609375, x1/64 + 0.328125,x2/64 + 0.125
 x0/64 + 0.6015625, x1/64 + 0.3203125,x2/64 + 0.140625
 x0/64 + 0.5625, x1/64 + 0.34375,x2/64 + 0.125
 x0/64 + 0.578125, x1/64 + 0.34375,x2/64 + 0.125
 x0/64 + 0.5625, x1/64 + 0.359375,x2/64 + 0.125
 x0/64 + 0.578125, x1/64 + 0.359375,x2/64 + 0.125
 x0/64 + 0.5703125, x1/64 + 0.3515625,x2/64 + 0.140625
 x0/64 + 0.59375, x1/64 + 0.34375,x2/64 + 0.125
 x0/64 + 0.609375, x1/64 + 0.34375,x2/64 + 0.125
 x0/64 + 0.59375, x1/64 + 0.359375,x2/64 + 0.125
 x0/64 + 0.609375, x1/64 + 0.359375,x2/64 + 0.125
 x0/64 + 0.6015625, x1/64 + 0.3515625,x2/64 + 0.140625
 x0/64 + 0.578125, x1/64 + 0.328125,x2/64 + 0.15625
 x0/64 + 0.59375, x1/64 + 0.328125,x2/64 + 0.15625
 x0/64 + 0.578125, x1/64 + 0.34375,x2/64 + 0.15625
 x0/64 + 0.59375, x1/64 + 0.34375,x2/64 + 0.15625
 x0/64 + 0.5859375, x1/64 + 0.3359375,x2/64 + 0.171875
 x0/64 + 0.625, x1/64 + 0.3125,x2/64 + 0.125
 x0/64 + 0.640625, x1/64 + 0.3125,x2/64 + 0.125
 x0/64 + 0.625, x1/64 + 0.328125,x2/64 + 0.125
 x0/64 + 0.640625, x1/64 + 0.328125,x2/64 + 0.125
 x0/64 + 0.6328125, x1/64 + 0.3203125,x2/64 + 0.140625
 x0/64 + 0.65625, x1/64 + 0.3125,x2/64 + 0.125
 x0/64 + 0.671875, x1/64 + 0.3125,x2/64 + 0.125
 x0/64 + 0.65625, x1/64 + 0.328125,x2/64 + 0.125
 x0/64 + 0.671875, x1/64 + 0.328125,x2/64 + 0.125
 x0/64 + 0.6640625, x1/64 + 0.3203125,x2/64 + 0.140625
 x0/64 + 0.625, x1/64 + 0.34375,x2/64 + 0.125
 x0/64 + 0.640625, x1/64 + 0.34375,x2/64 + 0.125
 x0/64 + 0.625, x1/64 + 0.359375,x2/64 + 0.125
 x0/64 + 0.640625, x1/64 + 0.359375,x2/64 + 0.125
 x0/64 + 0.6328125, x1/64 + 0.3515625,x2/64 + 0.140625
 x0/64 + 0.65625, x1/64 + 0.34375,x2/64 + 0.125
 x0/64 + 0.671875, x1/64 + 0.34375,x2/64 + 0.125
 x0/64 + 0.65625, x1/64 + 0.359375,x2/64 + 0.125
 x0/64 + 0.671875, x1/64 + 0.359375,x2/64 + 0.125
 x0/64 + 0.6640625, x1/64 + 0.3515625,x2/64 + 0.140625
 x0/64 + 0.640625, x1/64 + 0.328125,x2/64 + 0.15625
 x0/64 + 0.65625, x1/64 + 0.328125,x2/64 + 0.15625
 x0/64 + 0.640625, x1/64 + 0.34375,x2/64 + 0.15625
 x0/64 + 0.65625, x1/64 + 0.34375,x2/64 + 0.15625
 x0/64 + 0.6484375, x1/64 + 0.3359375,x2/64 + 0.171875
 x0/64 + 0.5625, x1/64 + 0.375,x2/64 + 0.125
 x0/64 + 0.578125, x1/64 + 0.375,x2/64 + 0.125
 x0/64 + 0.5625, x1/64 + 0.390625,x2/64 + 0.125
 x0/64 + 0.578125, x1/64 + 0.390625,x2/64 + 0.125
 x0/64 + 0.5703125, x1/64 + 0.3828125,x2/64 + 0.140625
 x0/64 + 0.59375, x1/64 + 0.375,x2/64 + 0.125
 x0/64 + 0.609375, x1/64 + 0.375,x2/64 + 0.125
 x0/64 + 0.59375, x1/64 + 0.390625,x2/64 + 0.125
 x0/64 + 0.609375, x1/64 + 0.390625,x2/64 + 0.125
 x0/64 + 0.6015625, x1/64 + 0.3828125,x2/64 + 0.140625
 x0/64 + 0.5625, x1/64 + 0.40625,x2/64 + 0.125
 x0/64 + 0.578125, x1/64 + 0.40625,x2/64 + 0.125
 x0/64 + 0.5625, x1/64 + 0.421875,x2/64 + 0.125
 x0/64 + 0.578125, x1/64 + 0.421875,x2/64 + 0.125
 x0/64 + 0.5703125, x1/64 + 0.4140625,x2/64 + 0.140625
 x0/64 + 0.59375, x1/64 + 0.40625,x2/64 + 0.125
 x0/64 + 0.609375, x1/64 + 0.40625,x2/64 + 0.125
 x0/64 + 0.59375, x1/64 + 0.421875,x2/64 + 0.125
 x0/64 + 0.609375, x1/64 + 0.421875,x2/64 + 0.125
 x0/64 + 0.6015625, x1/64 + 0.4140625,x2/64 + 0.140625
 x0/64 + 0.578125, x1/64 + 0.390625,x2/64 + 0.15625
 x0/64 + 0.59375, x1/64 + 0.390625,x2/64 + 0.15625
 x0/64 + 0.578125, x1/64 + 0.40625,x2/64 + 0.15625
 x0/64 + 0.59375, x1/64 + 0.40625,x2/64 + 0.15625
 x0/64 + 0.5859375, x1/64 + 0.3984375,x2/64 + 0.171875
 x0/64 + 0.625, x1/64 + 0.375,x2/64 + 0.125
 x0/64 + 0.640625, x1/64 + 0.375,x2/64 + 0.125
 x0/64 + 0.625, x1/64 + 0.390625,x2/64 + 0.125
 x0/64 + 0.640625, x1/64 + 0.390625,x2/64 + 0.125
 x0/64 + 0.6328125, x1/64 + 0.3828125,x2/64 + 0.140625
 x0/64 + 0.65625, x1/64 + 0.375,x2/64 + 0.125
 x0/64 + 0.671875, x1/64 + 0.375,x2/64 + 0.125
 x0/64 + 0.65625, x1/64 + 0.390625,x2/64 + 0.125
 x0/64 + 0.671875, x1/64 + 0.390625,x2/64 + 0.125
 x0/64 + 0.6640625, x1/64 + 0.3828125,x2/64 + 0.140625
 x0/64 + 0.625, x1/64 + 0.40625,x2/64 + 0.125
 x0/64 + 0.640625, x1/64 + 0.40625,x2/64 + 0.125
 x0/64 + 0.625, x1/64 + 0.421875,x2/64 + 0.125
 x0/64 + 0.640625, x1/64 + 0.421875,x2/64 + 0.125
 x0/64 + 0.6328125, x1/64 + 0.4140625,x2/64 + 0.140625
 x0/64 + 0.65625, x1/64 + 0.40625,x2/64 + 0.125
 x0/64 + 0.671875, x1/64 + 0.40625,x2/64 + 0.125
 x0/64 + 0.65625, x1/64 + 0.421875,x2/64 + 0.125
 x0/64 + 0.671875, x1/64 + 0.421875,x2/64 + 0.125
 x0/64 + 0.6640625, x1/64 + 0.4140625,x2/64 + 0.140625
 x0/64 + 0.640625, x1/64 + 0.390625,x2/64 + 0.15625
 x0/64 + 0.65625, x1/64 + 0.390625,x2/64 + 0.15625
 x0/64 + 0.640625, x1/64 + 0.40625,x2/64 + 0.15625
 x0/64 + 0.65625, x1/64 + 0.40625,x2/64 + 0.15625
 x0/64 + 0.6484375, x1/64 + 0.3984375,x2/64 + 0.171875
 x0/64 + 0.59375, x1/64 + 0.34375,x2/64 + 0.1875
 x0/64 + 0.609375, x1/64 + 0.34375,x2/64 + 0.1875
 x0/64 + 0.59375, x1/64 + 0.359375,x2/64 + 0.1875
 x0/64 + 0.609375, x1/64 + 0.359375,x2/64 + 0.1875
 x0/64 + 0.6015625, x1/64 + 0.3515625,x2/64 + 0.203125
 x0/64 + 0.625, x1/64 + 0.34375,x2/64 + 0.1875
 x0/64 + 0.640625, x1/64 + 0.34375,x2/64 + 0.1875
 x0/64 + 0.625, x1/64 + 0.359375,x2/64 + 0.1875
 x0/64 + 0.640625, x1/64 + 0.359375,x2/64 + 0.1875
 x0/64 + 0.6328125, x1/64 + 0.3515625,x2/64 + 0.203125
 x0/64 + 0.59375, x1/64 + 0.375,x2/64 + 0.1875
 x0/64 + 0.609375, x1/64 + 0.375,x2/64 + 0.1875
 x0/64 + 0.59375, x1/64 + 0.390625,x2/64 + 0.1875
 x0/64 + 0.609375, x1/64 + 0.390625,x2/64 + 0.1875
 x0/64 + 0.6015625, x1/64 + 0.3828125,x2/64 + 0.203125
 x0/64 + 0.625, x1/64 + 0.375,x2/64 + 0.1875
 x0/64 + 0.640625, x1/64 + 0.375,x2/64 + 0.1875
 x0/64 + 0.625, x1/64 + 0.390625,x2/64 + 0.1875
 x0/64 + 0.640625, x1/64 + 0.390625,x2/64 + 0.1875
 x0/64 + 0.6328125, x1/64 + 0.3828125,x2/64 + 0.203125
 x0/64 + 0.609375, x1/64 + 0.359375,x2/64 + 0.21875
 x0/64 + 0.625, x1/64 + 0.359375,x2/64 + 0.21875
 x0/64 + 0.609375, x1/64 + 0.375,x2/64 + 0.21875
 x0/64 + 0.625, x1/64 + 0.375,x2/64 + 0.21875
 x0/64 + 0.6171875, x1/64 + 0.3671875,x2/64 + 0.234375
 x0/64 + 0.75, x1/64 + 0.25,x2/64
 x0/64 + 0.765625, x1/64 + 0.25,x2/64
 x0/64 + 0.75, x1/64 + 0.265625,x2/64
 x0/64 + 0.765625, x1/64 + 0.265625,x2/64
 x0/64 + 0.7578125, x1/64 + 0.2578125,x2/64 + 0.015625
 x0/64 + 0.78125, x1/64 + 0.25,x2/64
 x0/64 + 0.796875, x1/64 + 0.25,x2/64
 x0/64 + 0.78125, x1/64 + 0.265625,x2/64
 x0/64 + 0.796875, x1/64 + 0.265625,x2/64
 x0/64 + 0.7890625, x1/64 + 0.2578125,x2/64 + 0.015625
 x0/64 + 0.75, x1/64 + 0.28125,x2/64
 x0/64 + 0.765625, x1/64 + 0.28125,x2/64
 x0/64 + 0.75, x1/64 + 0.296875,x2/64
 x0/64 + 0.765625, x1/64 + 0.296875,x2/64
 x0/64 + 0.7578125, x1/64 + 0.2890625,x2/64 + 0.015625
 x0/64 + 0.78125, x1/64 + 0.28125,x2/64
 x0/64 + 0.796875, x1/64 + 0.28125,x2/64
 x0/64 + 0.78125, x1/64 + 0.296875,x2/64
 x0/64 + 0.796875, x1/64 + 0.296875,x2/64
 x0/64 + 0.7890625, x1/64 + 0.2890625,x2/64 + 0.015625
 x0/64 + 0.765625, x1/64 + 0.265625,x2/64 + 0.03125
 x0/64 + 0.78125, x1/64 + 0.265625,x2/64 + 0.03125
 x0/64 + 0.765625, x1/64 + 0.28125,x2/64 + 0.03125
 x0/64 + 0.78125, x1/64 + 0.28125,x2/64 + 0.03125
